id,SalePrice
1064,368180.96880050015
1923,172812.32844481856
1988,86652.7427143326
2325,183240.86966712459
114,225199.63412906352
2700,199546.4242001549
217,173153.08875919072
343,202539.79893097284
386,211186.07249323104
2005,138548.15998833324
2908,130095.91822004621
1814,225965.9428857156
2446,379504.66689783416
208,163496.42247242937
1679,149819.23288733885
822,267614.28547437
6,218488.5621297461
1781,301673.4892483651
2397,280330.8265588895
2340,251359.3217015498
1618,181522.35025973333
2843,176988.36836603182
1061,342576.85855546
2786,118353.62972769287
1935,121785.09547322214
1341,132088.47750519394
521,231508.07197455663
2136,164400.62385868112
996,223515.19104887906
227,171269.21042864193
135,174647.03441602524
1167,190798.18448191165
294,211003.5783326452
1776,181567.41813859457
540,161390.3189034481
1717,240193.42312534212
2303,120962.79079240569
116,188159.39664334749
127,131049.46839455221
1371,117046.24027815019
1014,187227.18355821873
1507,81397.91830619329
702,178269.45912888832
750,161040.72543128446
261,162569.8280772268
1559,86832.92051230549
577,194523.5608407192
2812,195962.49951629483
2080,147127.79809374295
1368,94037.55163582234
2376,132498.8825149329
659,87228.90689150224
1235,134167.83359440212
332,106453.84484891665
1917,125327.6213820282
2094,240472.21239900595
1460,257739.37190715526
1471,218379.25326576224
1509,111096.32271913564
1922,124456.31910118724
433,384048.953123879
460,240259.09270721857
1116,235009.01040666102
1137,181274.98666932964
53,174812.3173900878
2354,243835.31096275197
1475,196503.7670594004
1761,439523.8063507433
842,150382.3530882907
2739,182489.56069753875
2509,156652.7264205217
1007,200655.19022600708
2610,192280.47764008748
1952,74930.60325582713
2719,213767.65582731843
2921,124922.06480197559
1966,145986.88338583702
292,145385.5782506623
1204,216425.01273506883
1829,239094.639492217
2419,175892.4077668851
391,169227.90712354198
798,109411.76711344016
481,211917.8600461797
193,189640.95560338325
555,121916.96796858995
899,100901.24973608817
2357,201342.4954212059
328,151288.4250014266
1356,93126.93410161155
1154,113048.595647525
1730,190849.25964580296
2249,160538.2489320943
1119,261733.1834814473
2856,164190.39588366586
1394,143204.26449031016
2587,141104.25111567712
61,276087.0580138728
2661,172218.99405084059
2711,133776.407857232
1147,207059.05826780014
757,120066.38494639186
2623,111800.2660765628
2378,171818.8785151777
1413,125754.240326519
1722,244475.46562385192
1112,228823.32572071743
1623,205243.04660830245
1201,208986.79018264633
1513,106142.28919367632
957,250487.83783164748
1171,223111.87570502792
1145,206882.63156742664
2726,228030.4516634927
703,151116.31128803096
760,90516.4307147026
1964,140921.86625601212
2512,190023.33556464393
159,163444.45190307978
1281,188911.09897158368
468,194237.86229902718
290,127387.31663098582
665,103180.13273345697
1463,259309.6491527573
1792,208554.58492716626
923,147845.1052632816
500,266293.51427913265
1408,158681.53077526647
331,84472.47791869563
170,166383.06786055196
2192,108085.5963777204
2571,293682.41833357734
2314,183183.0844118289
2647,87190.89046793611
422,382782.7929467651
2457,297005.28384363285
1838,190339.78836654467
2805,234618.3863715418
1645,178044.04604042583
1711,293910.4813435774
2825,225527.82446209932
322,252423.9658652771
2103,239401.99573624236
342,127468.11450356012
600,135208.7866726495
488,201041.47011206596
1725,270928.84178443253
2246,250651.14786266972
2847,172105.817122205
806,236431.5815659184
530,233001.80016661022
963,211426.20339960358
2678,118358.348350886
171,83046.6918907762
2401,357298.1989071997
805,226253.30508596374
2259,225290.33313080505
1748,195351.84221423374
1361,148052.20818968883
1677,137034.8681845407
1406,155848.5195686824
2322,223615.60886211297
688,175942.57554139727
143,150381.73999328914
804,202319.90654211954
1214,177842.61200396912
2828,155300.8875783432
1999,217196.75026550496
2467,185871.06154407153
2665,152498.43717981564
1538,323836.4032341776
398,137584.4341218459
2822,136110.70815596898
2157,157320.75306916382
1856,187223.6318687232
1269,112244.15989480463
2570,132520.5590065957
2320,231591.66905478947
1517,140437.25960457115
2304,115774.91395496874
1312,86113.40600151269
2012,150670.4798825686
506,233712.84676747004
2865,214333.68940584164
2367,122338.76517775559
554,95503.9787097223
238,140283.23513160483
1954,111930.35754014191
2488,163771.7698823561
2291,124076.70898728477
1969,103190.6839072732
2725,177366.20694348728
1482,166953.3791694147
2763,195296.6598508673
503,252927.8636902334
1584,218279.78049274624
1531,169602.70610764725
2210,191076.47870376517
459,296635.406979597
556,139527.99008460942
1347,174693.2791452359
1290,83432.26278512993
1388,116901.3300115248
1571,229891.3034635313
2754,201222.9641875263
765,153633.56492397434
2494,129128.2781429606
2870,258719.59993663518
7,201086.76550950334
1114,242828.1154757077
2418,257803.1087101454
291,194367.4314310424
18,270595.3589816529
39,310074.17156751687
1001,224552.8652372898
2442,231274.22798225906
616,138403.05618599628
2680,81038.93477533956
1414,110251.02002224047
289,169551.45242627937
40,247485.0461958708
860,142299.59536465802
409,146460.06017213222
673,170014.87610661917
2427,174388.04665588072
2036,190122.7619989493
2564,165937.11400051275
642,197385.4455388016
1008,187023.50384753954
1908,182069.14809722514
2519,208005.96401508682
1369,95531.97786627525
2855,163461.73573001442
712,87615.34327783821
1943,109631.34468163407
1958,140494.17626919126
107,155610.0034621975
2295,216796.1247124936
704,102816.56871439071
676,152476.82741394496
259,205995.0846059096
93,271341.6398500996
106,228049.00501879893
2315,195021.16854010994
1050,116609.6927209862
1095,212681.84818487195
2709,156680.70706037196
758,133824.55330182836
1496,151414.08549401897
2370,136134.38704668047
2458,244692.1969072338
2733,162368.25352011595
161,269953.15451179113
726,140498.05267748376
845,210418.5410844531
947,234492.5099059355
2232,118174.23138717066
2563,161312.3832675096
2299,177495.0929357111
211,104911.34761472183
605,205439.3116094489
1478,170347.58851743085
2247,253021.33722279646
2274,230428.49886860952
2869,217273.32740396887
967,208291.13485742518
2656,123623.95410240127
667,252334.0570212547
1042,128954.73121714345
2023,175859.0393306559
2447,320800.42084380786
2055,110615.47258123725
2275,250955.66848460177
2204,141840.6706574533
1563,245678.31557443066
483,259541.7649945236
796,146397.28475034834
1526,142770.6473576568
2042,163113.54773090716
442,305926.153782252
1693,303460.59828487615
1468,229414.89011213995
1430,192350.76877809886
2605,213032.52368456146
1529,155652.77432257374
335,142180.35369838902
1287,131642.88337958918
31,131486.74573969998
1785,258999.58484938176
82,177895.18454733668
2620,164706.42859655706
252,181349.67784144284
721,83407.62036796479
2165,191695.09571783824
2316,200824.7888102809
775,151497.59740883252
1558,153217.92216628988
17,202441.8951453689
1022,221616.81979775085
925,131630.128234555
438,277793.94823241374
1270,166664.44440767367
1272,128140.35656466807
215,175586.48912535788
266,235059.93258532084
2402,290771.14039738814
1250,151996.31414667066
1984,138553.7942305172
1279,174351.39115096332
377,250637.09764269064
1252,161859.0200457531
2156,255999.30007968418
499,294185.89845885534
1374,146368.8298112161
2898,258058.1411879342
401,135451.02791341214
2721,187428.99746315498
2078,254221.41737282852
2589,122798.24026882282
1946,278749.7562387328
1334,101507.81242298032
2781,218254.41872591584
431,327396.67107199074
576,198204.02163277916
1474,217531.03242892656
2254,124924.41295221623
2155,245950.6068151649
885,114049.45662227797
643,127623.24566870608
1944,124636.2456353098
480,199534.24283368685
2845,97034.30639326248
2387,310017.09669578745
2407,229364.29832032806
2527,189282.2332442968
2514,147960.43369196577
629,183189.30572797568
80,193961.28063491802
1876,161088.75297460245
1546,109858.3669064066
2518,174339.69084619707
2347,181084.59861926065
783,218171.34080730216
1322,107099.5669980989
194,86837.2841491598
1770,287096.33804772503
2143,137663.79193532548
1229,209901.17647566425
511,265969.2801215388
46,253231.1892285759
1348,178461.9967425
2465,184096.12020278195
387,230841.17407127225
873,217932.49354807392
1918,143390.3871541322
2764,231481.35044210852
2184,109804.39423255005
934,157653.7162390843
1920,133115.63159858432
2631,162310.5548581728
1768,430112.27468404366
2040,125529.11727188168
1749,219799.0558534085
834,230558.07488280663
1457,235199.02723299363
79,117254.67459334843
2302,119957.98812391263
1817,139772.44938915916
2755,230992.07853516965
359,197166.75581410853
2059,113022.33072823008
2092,247079.8654378318
2516,199503.19847007887
150,123154.65735641535
1656,175889.3646988682
83,109185.35628703087
2411,201643.47167742215
795,84561.63253620846
2312,235659.71686915605
2917,101799.74293636586
1624,178967.8710486468
2215,271467.3702121895
1211,163603.79202343314
1485,175487.15405027007
1024,177889.00751152996
570,215126.8341065651
2874,135957.98735690338
700,177390.3232895825
2756,198061.4133559086
2022,181335.72046888547
583,230951.66518465476
2392,331822.77772193874
2424,185405.33125917643
212,122955.97316426196
736,128114.2943033303
1610,208463.47965346035
890,146560.29408683497
467,190189.9952738513
578,240148.33926423034
1747,178224.00964927548
1149,181904.58277523116
2758,262286.02145448467
857,130458.91345487771
2219,239166.87519719335
733,111032.53690559533
2909,144438.7552768872
1798,250773.8388089568
235,167716.15142491972
2366,164599.7444222057
1027,149602.24604808664
1195,136781.7894860034
1303,69997.03800248943
148,200786.90259322897
608,192524.96942089396
2515,185852.36567072882
821,237533.61945852143
2500,240635.5956795648
745,103059.2446402506
741,153770.0371143583
1611,142750.15079572433
2532,134558.38337752744
1081,228426.34398481683
1692,368140.03590136545
2520,174759.064756083
276,122142.84332052115
1992,122132.63020289269
663,62547.42775324812
418,123235.20518141327
1733,202430.66975786656
2359,155592.63406258528
253,191729.1302583142
1518,197709.83717746031
2035,159305.01346345086
2919,106453.84484891665
1540,229770.77289427986
2120,164417.72499965882
1674,185434.41477433158
256,153844.85844509344
2361,112677.37833651423
978,116581.81278001868
2280,133605.82887163415
2095,234716.7598775176
1709,336083.68071301235
2801,249804.89939095007
1246,105170.537918625
2373,127453.6745044242
1055,277325.68563102436
2017,127365.69002490783
1099,240543.6401680754
1344,83294.66650609495
835,204921.5590656249
1117,185163.6486775805
2043,85620.29425198647
2085,129123.17543413499
410,178170.55051369194
2650,110107.38258137013
2867,169663.62908127147
1668,124007.65187891314
1161,166609.15770780534
2122,169604.60180662276
2539,154345.6985373259
1047,149381.88778611107
1445,124581.50565822776
541,127572.88233328963
569,223781.63804565504
1276,117691.64269052171
918,124064.52906935761
326,200370.8697609967
1936,111372.51520608357
895,103438.53891492251
257,168277.80933013576
1241,184773.0840205605
1545,98447.00698625763
1189,169917.59797714252
270,157732.08893131863
2066,240142.28446414365
693,109971.7012792267
1259,205412.26288535376
2916,157767.35221409236
2321,278605.8806512357
1977,123863.37671744553
1895,153607.0086275558
1240,160356.5787187013
85,152595.79895800084
1823,148510.60162478752
825,272940.17117690644
110,228696.036669999
697,113472.42605942588
2297,116436.96719512162
1231,145846.1572910229
1355,139835.8721269212
968,274229.5193785208
584,249211.6785899636
1315,106225.05033649615
1606,165981.25399407613
206,120700.5302226558
1685,300239.62348096387
2016,144890.2966076157
869,206465.17912716867
2135,132703.2569524163
2346,205378.5483527894
2430,239519.14707978664
2198,86246.37702037302
2652,146044.36549711518
27,137039.7083996588
241,166789.94659050895
906,158668.19884628538
1506,80409.92764761917
2098,335437.91793533356
1435,219547.88834207843
2213,139185.97590009344
1274,152818.71918389178
743,82795.53252645036
1737,186172.73958914512
2797,264226.43669662974
2185,90957.45806223442
58,185919.8212865833
830,200903.94982807105
808,154437.16539206472
680,167020.452921958
1153,123427.04120139082
1291,123791.40945307509
1818,212919.51952077958
2161,181390.1232883037
1883,132693.271284624
350,312096.17576805357
2473,129104.97743554146
295,203671.9417361147
293,205675.76900614327
859,131244.1012473139
288,77391.7729240852
1578,161063.8652285737
102,198870.63308433443
2831,175055.9785899091
1030,187908.8358344345
2551,143742.0041586431
1286,154153.2278627563
958,254736.48055782044
776,135582.06820929807
72,231809.41742018724
2263,224309.19690555026
1866,148553.77764183973
2876,79967.49226391206
2146,248633.6708761463
103,173972.08220351013
1500,154188.67322464113
492,193969.07166710676
167,148150.51126317654
2597,108593.16660044531
2685,123867.5023316613
1035,142292.74224231427
1220,86533.38000507554
2602,166152.2411224965
2159,217696.82513068206
695,162347.0234169712
1109,264107.9294796021
640,197383.9473720771
1652,165348.36083339452
2090,200299.9030906613
1188,196318.52006490473
2345,229790.08864479262
1059,364525.87965237227
2751,225616.36588548683
128,248994.42118147627
1523,202717.44502486926
2925,173281.7338152059
2145,275984.89590740984
1121,194121.49135774068
566,285554.001340839
565,223260.0361045098
1331,172158.19166997523
2928,129810.89739098787
156,137670.7230204492
797,160079.4319865531
327,127089.65453907772
2859,142064.69225295522
1453,119489.2744539217
1762,319782.0572767728
1868,188490.81506996552
1760,191213.4789974113
1113,238350.71314608722
1812,199420.87433956677
117,167310.11515988357
1142,232438.02276251998
2342,290975.2742378985
927,148907.90489287698
2478,204414.18204920227
655,104324.29484424835
2064,116132.6778576241
369,220462.64585536037
2239,122837.52972703501
2732,202990.7344885246
1653,165583.63900004418
959,197762.48966790957
2395,327232.8794301991
1412,111286.6357653082
271,213976.87702673915
1484,175781.128047653
1497,167046.33252910548
552,203212.99179338152
2,141181.2591381312
1855,283785.5857042692
4,247930.12183318406
2292,166487.8109091613
134,158074.73210726347
646,146459.93263449307
42,284106.0977931628
532,214248.5048928725
713,110750.04311364457
2561,140861.5499428228
2360,129941.12942057346
1333,123787.27925748692
1407,203697.41030873836
2892,296399.31814851577
574,212368.0323602186
1227,177237.37077449396
2591,233600.96691835226
1476,209891.09202124734
1125,237096.66299717044
1446,155957.14426374497
408,143732.3817446234
1101,272000.3987081999
2251,228086.88000914612
373,191733.8005200724
2554,132099.7471258412
2382,268782.31245181337
1985,94234.66527912286
519,200917.2427109957
1093,201861.22637398748
864,243494.90107562055
2889,162426.44717481936
2308,230709.03414707514
986,181181.26721951968
1302,181797.6319207203
585,169172.24257193503
2708,141335.1597610726
147,145722.71280514318
1441,222818.33151225204
383,199286.27727686887
285,164806.90251858393
181,117022.50468746951
358,178364.53336318443
780,188781.21755085996
258,199583.49036728745
1865,245082.19826553809
692,113848.3859641026
2902,302247.08177159197
508,225700.79720255602
2638,153054.5365188548
36,174512.35769148072
611,182312.04998706494
2281,149807.77034511496
1678,132438.20659795514
1696,370595.1574341858
1557,89281.7283694387
2180,179040.49891810244
1726,244885.1912717857
951,141576.93069933922
267,228416.60758850176
2706,163977.0755891518
2221,227814.49104734825
1357,164336.6334150246
2901,286422.5744536433
347,195526.3295607044
2164,193292.4132929265
1586,295564.1306192101
360,165406.89111196267
1769,239163.9599870388
2617,165493.8542874923
1879,191570.329160618
991,242937.39533121404
1535,126042.1317798329
1191,177803.52569308804
1579,196624.11951469307
1882,122541.8484784397
1510,147988.70819139044
2196,190086.42667455127
1845,201987.6640383045
2336,294399.71323242073
942,103633.95850208655
861,134457.60190562886
2555,128513.74197446313
1392,173813.27530035257
2099,239401.99573624236
1543,157941.0594337413
948,266228.16551056143
1239,173561.05124552542
22,194252.73742762572
2796,246906.40153463886
2747,200326.20645834535
92,257924.0429374065
210,206432.6902894886
1858,202511.07270308686
2228,162447.06275065872
447,232735.2553984339
827,253338.10933460353
1649,212530.7386006677
682,143480.70334890753
2698,111281.2972377349
494,169887.48521493483
214,129190.82757144468
2441,239669.50241180207
2679,117894.21414736623
1336,114637.81084864608
465,188466.16103587075
1524,145513.81910751696
2543,133018.68897421195
631,141835.50782327127
2452,283934.04093972075
228,169834.43895109385
126,177537.07606880664
1092,254542.41871039366
1122,177696.6417707356
932,225581.7285580598
1980,83756.30577706482
2171,120150.04207207542
551,166061.45431964274
2768,184542.77683391442
2056,118165.26426455675
1159,286804.16477337776
2645,167068.34066835727
1174,186622.16531200393
2266,206353.73960586643
2462,328158.3939882252
1219,131755.27794707502
2922,205454.78524114992
118,157395.09297647397
474,190016.6850057193
2576,153071.66399639344
872,259738.6475802514
1077,246266.10737415153
1536,140112.70941741203
1150,130490.34483005747
2341,265859.5703738675
1931,130354.70233880583
2785,136083.31131678732
2538,132890.78346185875
597,220308.19689431123
464,238049.22388913113
233,210851.9475420925
2169,131794.52609864582
2123,180888.80059052524
1867,167293.88535000352
137,265382.5035231343
515,234851.8653331769
933,139774.2644523768
2784,174571.3034253465
972,184547.15579782
599,179222.784908172
2614,115748.60524190342
2582,181359.45678290605
1409,157857.50768933404
175,141851.14141220995
352,197650.1193734617
976,116656.53203899313
2134,189792.56322707346
984,109087.39170184884
2396,316833.16543577076
1673,142776.03771775815
404,159923.3401584207
607,171896.44279126675
814,201943.17431845874
868,194428.47598991726
2271,198814.6974529785
1633,245854.2001410952
337,241576.82594113916
2765,185167.81940768653
1746,244066.82530038743
368,265961.46031843487
2806,208167.3323221246
1662,209421.6420524613
1234,222985.5607249204
1373,143737.49403176666
1672,134023.85422588862
1939,144748.94307004387
