Date,Tavg,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Humidity,daylength
2007-08-04,23.333333333333336,0.025,29.335,30.020000000000003,5.800000000000001,8.5,6.35,57.5,859.0
2007-08-05,25.555555555555557,1.2,29.115,29.799999999999997,6.2,21.5,9.899999999999999,79.0,856.5
2007-08-06,26.944444444444443,0.155,29.15,29.82,2.1,10.0,4.75,75.5,854.5
2007-08-07,28.055555555555557,0.685,29.085,29.75,6.25,24.5,8.9,73.0,852.0
2007-08-08,26.944444444444443,0.075,29.155,29.82,2.25,3.5,6.65,74.0,850.0
2007-08-09,25.833333333333336,0.255,29.16,29.83,2.8,28.0,6.15,78.0,847.5
2007-08-10,26.111111111111114,0.0,29.29,29.950000000000003,3.75,4.0,5.65,70.0,845.0
2007-08-11,25.555555555555557,0.0,29.345,30.009999999999998,3.1500000000000004,19.5,3.9,64.0,843.0
2007-08-12,25.555555555555557,0.26,29.369999999999997,30.049999999999997,1.7999999999999998,6.0,6.0,69.0,840.5
2007-08-13,23.333333333333336,0.0,29.415,30.095,6.550000000000001,7.0,7.300000000000001,52.5,838.0
2007-08-14,23.88888888888889,0.43,29.259999999999998,29.925,6.15,24.0,8.5,75.0,836.0
2007-08-15,24.72222222222222,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,75.0,833.5
2007-08-16,21.944444444444443,0.0,29.305,29.96,3.55,1.0,5.7,79.0,831.0
2007-08-17,21.944444444444443,0.0,29.435000000000002,30.09,6.0,31.5,7.1,54.0,828.5
2007-08-18,18.055555555555557,0.255,29.46,30.155,6.25,12.5,7.55,69.0,826.0
2007-08-19,18.61111111111111,1.33,29.27,29.985,5.75,10.0,7.45,90.0,823.5
2007-08-20,22.5,0.6950000000000001,29.18,29.86,1.45,16.0,5.800000000000001,87.0,821.0
2007-08-21,25.27777777777778,0.0075,29.235,29.9,3.65,17.5,6.0,77.5,818.5
2007-08-22,26.666666666666668,0.625,29.259999999999998,29.935000000000002,5.199999999999999,21.0,8.95,73.0,816.0
2007-08-23,26.111111111111114,2.1550000000000002,29.18,29.865000000000002,8.15,21.0,10.399999999999999,71.5,813.0
2007-08-24,23.88888888888889,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,76.0,810.5
2007-08-25,21.944444444444443,0.29500000000000004,29.259999999999998,29.92,2.7,19.5,6.0,74.5,807.5
2007-08-26,21.11111111111111,0.0,29.41,30.075,3.6500000000000004,11.0,5.0,59.0,804.5
2007-08-27,21.38888888888889,0.0,29.384999999999998,30.064999999999998,6.45,16.5,7.35,68.5,802.0
2007-08-28,26.38888888888889,0.0,29.310000000000002,29.985,8.4,20.5,8.9,62.0,799.5
2007-08-29,25.27777777777778,0.005,29.365000000000002,30.03,5.449999999999999,3.0,8.5,64.5,797.0
2007-08-30,19.444444444444443,0.0,29.490000000000002,30.165,9.95,2.5,10.4,63.0,794.5
2007-08-31,19.444444444444443,0.0,29.494999999999997,30.18,3.45,5.0,4.9,61.0,791.5
2007-09-01,20.833333333333336,0.0,29.515,30.21,4.300000000000001,11.0,4.7,61.0,789.0
2007-09-02,22.77777777777778,0.0,29.439999999999998,30.14,4.5,21.0,5.5,56.0,786.5
2007-09-03,24.72222222222222,0.0,29.39,30.08,2.5,26.0,6.0,59.0,783.5
2007-09-04,25.27777777777778,0.0,29.310000000000002,29.994999999999997,2.5,23.0,4.65,54.0,781.0
2007-09-05,26.666666666666668,0.0025,29.275,29.950000000000003,6.4,19.0,6.6,55.5,778.5
2007-09-06,25.833333333333336,0.13,29.240000000000002,29.915,12.350000000000001,20.0,12.55,66.5,775.5
2007-09-07,25.27777777777778,0.43000000000000005,29.18,29.845,9.95,23.0,13.45,71.5,772.5
2007-09-08,22.22222222222222,0.0,29.32,29.990000000000002,7.2,5.0,8.3,60.0,770.0
2007-09-09,21.944444444444443,0.0,29.384999999999998,30.045,9.649999999999999,3.0,10.4,65.0,767.5
2007-09-10,17.77777777777778,0.305,29.32,30.025,7.300000000000001,2.5,9.35,82.5,764.5
2007-09-11,16.11111111111111,0.005,29.23,29.915,11.899999999999999,29.0,13.6,54.0,762.0
2007-09-12,13.61111111111111,0.0,29.43,30.115000000000002,1.85,4.0,5.8,59.5,759.5
2007-09-13,18.333333333333336,0.0,29.265,29.985,7.7,19.5,8.1,46.5,756.5
2007-09-14,13.61111111111111,0.0,29.384999999999998,30.045,11.899999999999999,32.0,13.2,53.0,753.5
2007-09-15,10.555555555555555,0.0,29.59,30.28,1.25,34.0,6.25,52.0,751.0
2007-09-16,15.277777777777779,0.0,29.490000000000002,30.195,7.25,18.0,7.8,46.5,747.5
2007-09-17,19.444444444444443,0.0,29.425,30.12,11.149999999999999,17.0,11.55,51.5,744.5
2007-09-18,25.0,0.0,29.375,30.055,12.7,19.0,12.95,51.0,741.0
2007-09-19,24.166666666666664,0.0,29.439999999999998,30.1,4.25,25.5,9.35,57.0,739.0
2007-09-20,20.833333333333336,0.0,29.415,30.11,5.449999999999999,7.5,6.35,69.0,736.0
2007-09-21,25.27777777777778,0.0,29.205,29.895,10.05,21.5,11.95,53.0,733.0
2007-09-22,17.77777777777778,0.0,29.450000000000003,30.11,3.45,2.0,7.25,48.0,730.0
2007-09-23,20.0,0.0,29.46,30.155,5.25,12.5,5.85,52.5,728.0
2007-09-24,26.666666666666664,0.0,29.305,29.985,10.7,19.0,11.2,55.5,725.0
2007-09-25,23.61111111111111,0.14,29.259999999999998,29.939999999999998,7.6,23.0,9.95,74.0,722.0
2007-09-26,16.38888888888889,0.115,29.34,30.025,4.55,1.5,6.949999999999999,67.0,719.5
2007-09-27,16.944444444444443,0.005,29.285,29.97,4.7,24.5,6.15,61.0,716.5
2007-09-28,17.22222222222222,0.0,29.494999999999997,30.165,2.7,5.5,6.85,54.0,713.5
2007-09-29,18.888888888888886,0.0,29.535,30.23,8.95,17.0,9.3,47.5,710.5
2007-09-30,22.22222222222222,0.14,29.4,30.1,13.65,19.0,13.899999999999999,43.5,708.0
2007-10-01,17.77777777777778,0.22999999999999998,29.315,30.0,7.0,21.5,8.5,84.0,705.5
2007-10-02,20.555555555555557,0.1,29.215,29.92,10.4,19.0,10.7,70.5,702.5
2007-10-03,18.333333333333332,0.0025,29.310000000000002,29.975,5.35,25.5,7.1,53.0,699.5
2007-10-04,20.27777777777778,0.0,29.365000000000002,30.035,4.25,17.0,5.25,64.5,697.0
2007-10-05,23.88888888888889,0.03,29.39,30.07,6.9,17.5,7.0,71.5,694.0
2007-10-06,26.111111111111114,0.0,29.36,30.035,6.65,20.5,7.050000000000001,65.5,691.0
2007-10-07,25.555555555555557,0.0,29.345,30.020000000000003,5.25,19.0,5.9,65.5,689.0
2007-10-08,23.61111111111111,0.0,29.255000000000003,29.925,7.5,24.0,10.0,62.0,686.0
2007-10-09,17.5,0.0,29.240000000000002,29.935000000000002,11.8,28.0,13.05,49.0,683.0
2007-10-10,10.277777777777779,0.005,29.235,29.93,14.75,31.0,15.05,61.0,680.5
2007-10-11,10.555555555555555,0.0,29.310000000000002,30.005000000000003,13.25,36.0,14.2,63.5,677.5
2007-10-12,10.0,0.0,29.310000000000002,30.02,3.0999999999999996,35.5,5.0,56.0,675.0
2007-10-13,10.555555555555555,0.0,29.345,30.04,3.1500000000000004,20.5,4.1,67.5,672.0
2007-10-14,14.444444444444445,0.08,29.369999999999997,30.06,5.65,11.5,6.3,69.5,669.0
2007-10-15,18.055555555555557,0.05500000000000001,29.235,29.945,5.35,15.0,6.25,61.5,667.0
2007-10-16,16.11111111111111,0.215,29.195,29.88,6.45,21.0,7.4,79.5,664.0
2007-10-17,16.11111111111111,0.075,29.1,29.83,8.95,14.0,9.45,75.0,661.5
2007-10-18,20.833333333333336,0.32,28.630000000000003,29.34,16.35,19.0,18.049999999999997,63.0,658.5
2007-10-19,13.61111111111111,0.0075,28.785,29.445,16.95,24.0,17.35,73.0,656.0
2007-10-20,15.833333333333332,0.0,29.060000000000002,29.715,11.0,21.0,11.85,52.5,653.0
2007-10-21,21.11111111111111,0.0,29.115,29.78,17.35,20.0,17.5,43.0,650.5
2007-10-22,13.88888888888889,0.155,29.29,29.965,5.5,18.5,9.75,69.0,648.0
2007-10-23,10.277777777777779,0.015,29.23,29.93,4.6,31.0,8.05,61.0,645.5
2007-10-24,9.444444444444445,0.0,29.485,30.16,14.65,2.0,15.9,58.0,642.5
2007-10-25,10.277777777777779,0.005,29.494999999999997,30.2,14.2,6.0,14.399999999999999,66.0,640.0
2007-10-26,15.277777777777779,0.37,29.345,30.064999999999998,5.2,5.5,7.050000000000001,67.0,637.0
2007-10-27,8.333333333333334,0.045,29.59,30.25,8.65,31.5,9.5,75.0,635.0
2007-10-28,7.222222222222222,0.0,29.825,30.525,3.45,23.0,4.15,55.0,632.5
2007-10-29,10.0,0.0,29.665,30.405,9.649999999999999,22.0,9.850000000000001,50.0,629.5
2007-10-30,12.222222222222221,0.0,29.47,30.21,11.5,20.0,11.7,53.5,627.0
2007-10-31,11.38888888888889,0.0,29.33,30.025,12.2,25.0,14.65,56.5,624.5
2008-05-01,16.11111111111111,0.0025,28.98,29.67,10.2,16.5,10.95,70.0,842.0
2008-05-02,17.77777777777778,1.01,28.82,29.525,12.850000000000001,19.5,14.05,74.0,844.5
2008-05-03,10.0,0.0075,29.045,29.69,10.8,25.0,12.7,72.5,846.5
2008-05-04,11.38888888888889,0.0,29.345,30.02,5.35,23.5,5.949999999999999,48.0,849.0
2008-05-05,16.944444444444443,0.0,29.305,29.99,4.050000000000001,24.5,6.6,40.5,851.0
2008-05-06,18.61111111111111,0.0,29.195,29.88,6.6,22.0,7.95,45.0,854.0
2008-05-07,15.833333333333332,0.735,29.0,29.69,2.7,22.5,11.7,75.0,856.0
2008-05-08,11.38888888888889,0.0,29.11,29.814999999999998,13.25,5.0,13.8,52.0,859.0
2008-05-09,10.0,0.0,29.174999999999997,29.85,6.4,3.0,6.95,55.0,861.0
2008-05-10,10.277777777777779,0.0,29.115,29.845,5.95,7.5,6.449999999999999,62.0,863.0
2008-05-11,11.666666666666666,1.205,28.87,29.54,14.4,2.0,17.75,70.0,865.0
2008-05-12,8.61111111111111,0.0,29.29,29.96,5.0,6.5,7.699999999999999,71.0,867.0
2008-05-13,14.444444444444445,0.2,29.240000000000002,29.939999999999998,14.6,18.0,15.15,62.0,869.0
2008-05-14,12.5,0.02,29.22,29.89,2.25,23.0,9.25,80.0,871.0
2008-05-15,10.0,0.0,29.354999999999997,30.05,7.15,5.0,8.0,61.0,873.0
2008-05-16,13.88888888888889,0.0,29.130000000000003,29.86,8.600000000000001,25.0,9.100000000000001,55.0,875.0
2008-05-17,16.944444444444443,0.19,28.905,29.61,12.05,29.5,14.399999999999999,45.0,877.0
2008-05-18,10.0,0.0,28.955,29.634999999999998,2.55,34.5,8.05,67.0,879.0
2008-05-19,10.277777777777779,0.005,28.990000000000002,29.69,4.15,7.0,5.95,52.0,881.0
2008-05-20,13.88888888888889,0.0025,28.97,29.66,7.1,30.5,8.45,47.0,883.0
2008-05-21,12.5,0.0,29.025,29.7,7.0,32.5,9.0,49.5,885.0
2008-05-22,11.11111111111111,0.0,29.265,29.935000000000002,9.65,5.0,10.5,59.0,886.5
2008-05-23,11.666666666666666,0.0,29.439999999999998,30.115000000000002,10.55,3.0,10.8,60.0,887.5
2008-05-24,12.777777777777779,0.0,29.475,30.175,7.15,7.0,7.9,55.0,889.5
2008-05-25,17.22222222222222,0.0025,29.22,29.93,10.7,17.5,12.15,60.5,891.5
2008-05-26,19.166666666666668,0.24,29.14,29.805,6.75,24.5,11.9,80.0,893.0
2008-05-27,8.61111111111111,0.0025,29.52,30.185000000000002,18.6,2.5,18.35,63.0,894.5
2008-05-28,11.666666666666666,0.0,29.630000000000003,30.335,8.0,6.5,8.6,47.5,896.0
2008-05-29,13.333333333333334,0.045,29.425,30.165,2.85,10.5,4.0,50.0,896.5
2008-05-30,19.444444444444443,0.35,29.060000000000002,29.79,8.9,20.5,10.55,77.0,898.5
2008-05-31,20.833333333333336,0.0,29.125,29.795,10.95,28.0,12.100000000000001,62.0,899.5
2008-06-01,17.77777777777778,0.0,29.259999999999998,29.945,5.1,9.0,5.65,53.0,901.5
2008-06-02,22.22222222222222,0.0025,29.185000000000002,29.880000000000003,1.7999999999999998,10.5,5.25,50.5,901.5
2008-06-03,17.77777777777778,0.72,28.994999999999997,29.68,6.25,3.5,7.949999999999999,76.5,903.0
2008-06-04,19.72222222222222,0.0125,28.924999999999997,29.61,3.8,4.5,4.75,77.0,904.5
2008-06-05,24.444444444444443,0.43,29.03,29.695,12.35,20.0,13.9,78.0,906.0
2008-06-06,26.666666666666668,0.017499999999999998,29.105,29.755000000000003,20.15,20.0,20.5,68.0,906.0
2008-06-07,25.27777777777778,0.09,29.195,29.855,12.15,19.0,12.8,80.5,907.5
2008-06-08,24.166666666666664,1.275,29.145,29.805,5.35,18.5,11.85,79.0,908.0
2008-06-09,21.11111111111111,0.175,29.135,29.810000000000002,6.4,22.5,8.25,81.0,909.0
2008-06-10,20.833333333333336,0.0075,29.215,29.884999999999998,9.05,25.0,10.0,62.0,909.5
2008-06-11,23.888888888888886,0.0,29.310000000000002,29.979999999999997,9.15,18.0,10.2,50.5,910.0
2008-06-12,27.77777777777778,0.0,29.23,29.895,15.450000000000001,18.0,15.7,53.0,910.5
2008-06-13,23.333333333333332,0.29000000000000004,29.245,29.915,9.25,22.5,10.350000000000001,67.5,911.0
2008-06-14,22.5,0.0,29.259999999999998,29.93,8.5,24.0,9.05,49.5,911.5
2008-06-15,21.666666666666668,0.235,29.189999999999998,29.835,8.25,24.0,9.75,68.0,912.0
2008-06-16,19.166666666666664,0.0,29.225,29.9,10.75,31.0,11.35,53.0,912.5
2008-06-17,18.88888888888889,0.0,29.29,29.965,10.45,30.0,11.0,48.0,912.5
2008-06-18,19.444444444444443,0.0,29.235,29.915,4.9,4.0,7.4,51.0,913.0
2008-06-19,19.72222222222222,0.0,29.240000000000002,29.925,1.65,19.5,5.25,47.0,913.5
2008-06-20,21.666666666666664,0.065,29.275,29.955,6.6,22.5,7.550000000000001,52.0,913.5
2008-06-21,22.5,0.01,29.265,29.939999999999998,6.35,29.0,7.35,49.5,913.0
2008-06-22,21.38888888888889,0.09,29.205,29.880000000000003,2.2,32.5,4.75,53.0,913.0
2008-06-23,19.444444444444443,0.0,29.354999999999997,30.035,3.8499999999999996,3.5,6.4,63.0,913.5
2008-06-24,20.833333333333336,0.0,29.465,30.14,4.699999999999999,18.0,5.6,55.0,913.5
2008-06-25,22.77777777777778,0.095,29.310000000000002,29.985,7.75,21.5,8.9,74.5,913.0
2008-06-26,25.833333333333336,0.0,29.18,29.85,6.55,25.5,7.55,67.0,912.5
2008-06-27,24.444444444444443,0.005,29.08,29.75,7.5,21.5,8.25,73.5,912.0
2008-06-28,23.61111111111111,0.0225,29.015,29.685000000000002,12.7,25.5,13.85,51.0,911.5
2008-06-29,20.27777777777778,0.39999999999999997,29.104999999999997,29.759999999999998,7.6,30.5,9.899999999999999,69.0,911.0
2008-06-30,21.11111111111111,0.0,29.310000000000002,29.97,5.75,34.5,9.35,48.0,910.5
2008-07-01,21.666666666666668,0.0,29.27,29.96,8.149999999999999,23.5,8.15,48.0,909.5
2008-07-02,24.166666666666664,0.16,29.115000000000002,29.785,8.05,23.5,12.45,63.0,909.5
2008-07-03,17.77777777777778,0.005,29.365000000000002,30.025,12.45,3.0,12.75,62.5,908.5
2008-07-04,18.61111111111111,0.0,29.375,30.055,6.25,5.5,7.05,57.0,907.5
2008-07-05,19.72222222222222,0.0,29.335,30.020000000000003,4.65,8.5,6.35,58.0,906.5
2008-07-06,23.61111111111111,0.0,29.245,29.93,8.8,19.0,9.15,55.5,906.0
2008-07-07,26.666666666666664,0.07,29.185000000000002,29.865000000000002,10.850000000000001,21.5,11.65,66.0,905.5
2008-07-08,22.22222222222222,0.15500000000000003,29.130000000000003,29.805,7.6,25.0,8.7,88.0,903.5
2008-07-09,24.444444444444443,0.0025,29.285,29.945,8.8,31.5,9.7,48.0,902.5
2008-07-10,23.055555555555557,0.575,29.295,29.979999999999997,8.3,23.0,8.899999999999999,68.5,902.0
2008-07-11,24.72222222222222,0.185,29.265,29.96,4.45,19.5,7.95,68.0,900.5
2008-07-12,23.333333333333336,0.69,29.22,29.880000000000003,8.05,26.0,10.65,70.0,899.0
2008-07-13,21.38888888888889,0.0,29.15,29.835,12.85,27.0,13.100000000000001,55.0,897.5
2008-07-14,22.77777777777778,0.0,29.25,29.91,3.2,29.0,7.449999999999999,51.0,897.0
2008-07-15,25.27777777777778,0.0,29.33,29.990000000000002,7.3,22.5,7.8500000000000005,60.0,895.5
2008-07-16,27.5,0.0,29.415,30.08,5.1,22.0,7.300000000000001,60.5,893.5
2008-07-17,27.22222222222222,0.0,29.36,30.04,8.75,22.0,9.15,60.0,892.0
2008-07-18,27.22222222222222,0.0225,29.27,29.945,4.7,22.5,6.8,64.0,890.0
2008-07-19,23.333333333333336,1.415,29.215,29.9,1.55,28.0,5.85,84.0,888.5
2008-07-20,25.0,0.585,29.225,29.9,5.3,26.0,6.35,74.0,888.0
2008-07-21,24.72222222222222,0.13,29.235,29.91,2.8499999999999996,2.5,7.7,69.0,886.0
2008-07-22,21.38888888888889,0.0325,29.335,29.990000000000002,8.399999999999999,3.0,9.0,69.5,884.0
2008-07-23,21.666666666666668,0.0,29.415,30.09,7.95,19.0,8.9,51.0,882.0
2008-07-24,21.666666666666668,0.0,29.36,30.045,4.1,24.0,4.550000000000001,52.0,880.0
2008-07-25,23.055555555555557,0.0,29.295,29.985,6.15,22.5,7.25,69.5,878.0
2008-07-26,24.166666666666664,0.0,29.25,29.93,7.7,30.5,8.4,55.0,876.5
2008-07-27,22.77777777777778,0.0,29.189999999999998,29.880000000000003,5.9,24.0,6.75,59.0,874.5
2008-07-28,24.72222222222222,0.0,29.185000000000002,29.86,4.2,8.5,6.25,63.0,872.5
2008-07-29,25.833333333333336,0.14,29.175,29.84,6.15,20.0,7.9,68.0,870.5
2008-07-30,27.22222222222222,0.0,29.07,29.740000000000002,8.3,27.0,9.149999999999999,60.5,868.5
