,Date,Tmax,Tmin,Tavg,Depart,DewPoint,Heat,Cool,Sunrise,Sunset,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Humidity,Daylength,CodeSum
27,2007-05-28,25.27777777777778,11.11111111111111,18.333333333333332,2.0,8.88888888888889,0.0,0.0,421.0,1916.0,0.0,0.0025,29.46,30.145,4.75,9.0,5.25,54.0,895.0,RA
28,2007-05-29,31.11111111111111,16.944444444444443,24.166666666666664,10.0,14.722222222222221,0.0,10.5,420.5,1917.0,0.0,0.0,29.415,30.1,5.8,17.0,6.95,55.5,896.5,HZ BR
29,2007-05-30,31.111111111111114,20.0,25.833333333333336,13.0,14.166666666666668,0.0,13.5,420.0,1917.5,0.0,0.0,29.345,30.035,10.0,18.0,10.35,48.5,897.5,HZ
30,2007-05-31,26.111111111111114,19.166666666666664,22.77777777777778,8.0,16.11111111111111,0.0,8.0,419.5,1918.5,0.0,0.27,29.310000000000002,29.994999999999997,9.100000000000001,18.5,9.55,66.0,899.0,BR RA HZ
31,2007-06-01,29.72222222222222,18.055555555555557,24.166666666666664,10.0,17.22222222222222,0.0,10.5,419.0,1919.5,0.0,0.2,29.22,29.905,4.45,16.5,6.1,65.5,900.5,BR TSRA HZ
32,2007-06-02,27.22222222222222,19.166666666666664,23.333333333333336,9.0,16.944444444444443,0.0,9.0,418.5,1920.0,0.0,0.0225,29.065,29.765,7.0,21.5,7.8,67.5,901.5,RA BR
33,2007-06-03,25.27777777777778,17.22222222222222,21.38888888888889,6.0,15.555555555555555,0.0,5.5,418.0,1920.5,0.0,0.165,28.845,29.549999999999997,5.050000000000001,24.5,6.95,69.5,902.5,RA TSRA BR VCTS HZ
34,2007-06-04,21.944444444444443,13.88888888888889,18.055555555555557,1.0,14.166666666666668,0.5,0.0,418.0,1921.5,0.0,0.35,28.85,29.515,7.85,30.5,9.899999999999999,78.0,903.5,RA TSRA BR
35,2007-06-05,17.5,9.444444444444445,13.61111111111111,-9.0,8.61111111111111,8.5,0.0,417.0,1922.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,RA BR
36,2007-06-06,22.22222222222222,7.777777777777779,15.277777777777779,-8.0,8.61111111111111,5.5,0.0,417.0,1923.0,0.0,0.0075,29.1,29.814999999999998,10.2,16.0,11.0,64.5,906.0,RA
37,2007-06-07,33.05555555555556,21.666666666666668,27.5,15.0,16.38888888888889,0.0,16.5,417.0,1923.5,0.0,0.0,28.875,29.55,21.5,19.5,21.9,51.0,906.5,
38,2007-06-08,27.22222222222222,15.555555555555555,21.38888888888889,3.0,11.944444444444443,0.0,5.5,416.5,1924.5,0.0,0.0,29.21,29.84,10.100000000000001,27.0,13.100000000000001,55.0,908.0,
39,2007-06-09,26.11111111111111,12.5,19.444444444444443,0.0,8.88888888888889,0.0,2.0,416.0,1924.5,0.0,0.0,29.39,30.060000000000002,1.3499999999999999,26.0,4.85,50.5,908.5,
40,2007-06-10,27.22222222222222,14.444444444444445,20.833333333333336,1.0,10.277777777777779,0.0,4.5,416.0,1925.5,0.0,0.0,29.365000000000002,30.045,4.699999999999999,16.5,5.699999999999999,51.0,909.5,
41,2007-06-11,29.72222222222222,16.38888888888889,23.055555555555557,5.0,10.833333333333332,0.0,8.5,416.0,1925.5,0.0,0.0,29.439999999999998,30.1,5.75,10.0,7.65,46.0,909.5,
42,2007-06-12,28.055555555555557,17.77777777777778,23.055555555555557,5.0,10.277777777777779,0.0,8.5,416.0,1926.5,0.0,0.0,29.465,30.15,8.850000000000001,5.0,9.4,44.0,910.5,
43,2007-06-13,30.27777777777778,17.77777777777778,24.166666666666664,6.0,11.666666666666666,0.0,10.5,416.0,1926.5,0.0,0.0,29.36,30.09,7.1,5.0,8.6,45.5,910.5,
44,2007-06-14,31.666666666666668,18.88888888888889,25.555555555555557,9.0,12.5,0.0,13.0,416.0,1927.5,0.0,0.0,29.33,30.009999999999998,5.75,6.0,6.6,44.5,911.5,
45,2007-06-15,32.22222222222222,18.333333333333332,25.27777777777778,9.0,13.333333333333334,0.0,12.5,416.0,1927.5,0.0,0.0,29.310000000000002,29.979999999999997,3.9499999999999997,7.5,4.5,47.5,911.5,
46,2007-06-16,33.611111111111114,19.444444444444443,26.666666666666668,11.0,15.833333333333332,0.0,15.0,416.0,1928.5,0.0,0.005,29.295,29.965,3.45,25.0,5.949999999999999,51.5,912.5,RA HZ
47,2007-06-17,32.77777777777778,21.38888888888889,27.22222222222222,12.0,18.055555555555557,0.0,16.0,416.0,1928.5,0.0,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.0,912.5,HZ
48,2007-06-18,31.666666666666668,21.666666666666668,26.666666666666664,9.0,18.333333333333332,0.0,15.0,416.0,1928.5,0.0,0.15000000000000002,29.155,29.835,13.1,20.0,13.85,60.0,912.5,RA TSRA HZ
49,2007-06-19,26.944444444444443,18.333333333333332,22.77777777777778,3.0,12.777777777777779,0.0,8.0,416.0,1929.5,0.0,0.755,29.285,29.939999999999998,10.399999999999999,28.5,11.350000000000001,53.0,913.5,RA BR
50,2007-06-20,29.166666666666664,16.38888888888889,23.055555555555557,3.0,10.555555555555555,0.0,8.5,416.0,1929.5,0.0,0.0,29.425,30.095,6.85,27.5,8.25,45.5,913.5,
51,2007-06-21,25.833333333333336,17.5,21.666666666666668,-1.0,10.555555555555555,0.0,6.0,416.0,1929.5,0.0,0.0075,29.384999999999998,30.07,3.6,2.5,10.149999999999999,49.5,913.5,RA
52,2007-06-22,24.166666666666664,16.38888888888889,20.555555555555557,-1.0,9.722222222222221,0.0,4.0,417.0,1930.0,0.0,0.005,29.36,30.055,7.15,6.5,8.399999999999999,50.0,913.0,RA
53,2007-06-23,19.72222222222222,16.38888888888889,18.333333333333332,-5.0,15.0,0.0,0.0,417.0,1930.0,0.0,0.195,29.255000000000003,29.955,7.449999999999999,11.5,8.55,81.0,913.0,RA BR
54,2007-06-24,24.444444444444443,17.77777777777778,21.11111111111111,-1.0,16.666666666666668,0.0,5.0,417.0,1930.5,0.0,0.0,29.295,29.965,6.3,9.5,7.0,76.0,913.5,HZ BR
55,2007-06-25,30.833333333333336,18.888888888888886,25.0,6.0,19.166666666666664,0.0,12.0,417.0,1930.5,0.0,0.0,29.41,30.064999999999998,3.95,13.0,6.35,70.0,913.5,HZ BR
56,2007-06-26,33.05555555555556,21.944444444444443,27.5,10.0,20.555555555555557,0.0,16.5,418.0,1930.5,0.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,BR VCTS TSRA HZ
57,2007-06-27,32.22222222222222,21.666666666666668,26.944444444444443,10.0,20.833333333333336,0.0,15.5,418.0,1930.5,0.0,0.25,29.325,30.009999999999998,7.7,24.0,8.65,69.0,912.5,RA TSRA BR
58,2007-06-28,23.055555555555557,15.277777777777779,19.166666666666664,-5.0,13.055555555555557,0.0,1.5,419.0,1930.5,0.0,0.0,29.42,30.08,12.05,2.5,12.9,68.0,911.5,
59,2007-06-29,21.38888888888889,13.333333333333334,17.5,-8.0,13.055555555555557,1.5,0.0,419.0,1930.5,0.0,0.0,29.439999999999998,30.119999999999997,7.5,2.0,8.25,75.0,911.5,
60,2007-06-30,25.555555555555557,13.333333333333332,19.72222222222222,-5.0,8.61111111111111,0.0,2.5,419.5,1930.5,0.0,0.0,29.435000000000002,30.119999999999997,5.0,3.5,6.0,49.0,911.0,
61,2007-07-01,24.166666666666664,14.166666666666666,19.444444444444443,-7.0,10.833333333333332,0.0,2.0,420.0,1930.0,0.0,0.0,29.535,30.22,9.05,4.0,9.149999999999999,58.0,910.0,
62,2007-07-02,25.555555555555557,13.055555555555555,19.444444444444443,-6.0,10.0,0.0,2.0,420.5,1930.0,0.0,0.0,29.52,30.215,6.65,13.0,8.3,54.5,909.5,
63,2007-07-03,28.333333333333332,16.38888888888889,22.5,0.0,13.61111111111111,0.0,7.5,421.0,1930.0,0.0,0.245,29.345,30.055,6.550000000000001,21.0,7.35,57.0,909.0,RA TSRA BR
64,2007-07-04,29.444444444444443,19.444444444444443,24.72222222222222,5.0,18.333333333333332,0.0,11.5,422.0,1929.5,0.0,0.41000000000000003,29.205,29.89,3.8499999999999996,26.0,8.5,68.0,907.5,RA TSRA BR FU HZ
65,2007-07-05,31.38888888888889,21.38888888888889,26.38888888888889,8.0,15.555555555555555,0.0,14.5,422.0,1929.5,0.0,0.0,29.265,29.93,5.35,32.0,7.5,51.5,907.5,FU HZ BR
66,2007-07-06,29.444444444444443,19.444444444444443,24.444444444444443,4.0,13.88888888888889,0.0,11.0,423.0,1929.0,0.0,0.0,29.35,30.020000000000003,3.25,6.0,5.5,52.0,906.0,
67,2007-07-07,31.666666666666664,18.88888888888889,25.27777777777778,5.0,16.944444444444443,0.0,12.5,423.0,1929.0,0.0,0.0,29.21,29.905,7.9,22.5,8.35,60.0,906.0,
68,2007-07-08,34.166666666666664,23.88888888888889,29.166666666666664,12.0,19.444444444444443,0.0,19.5,424.0,1928.5,0.0,0.0,29.085,29.765,12.75,23.5,12.899999999999999,56.0,904.5,
69,2007-07-09,34.166666666666664,21.666666666666664,28.055555555555557,9.0,19.166666666666664,0.0,17.5,425.0,1928.0,0.0,0.27,29.134999999999998,29.795,4.85,23.5,8.8,58.5,903.0,VCTS RA TSRA
70,2007-07-10,31.666666666666668,20.833333333333336,26.38888888888889,6.0,19.444444444444443,0.0,14.5,425.5,1928.0,0.0,0.255,29.095,29.765,8.399999999999999,23.0,10.35,66.0,902.5,TSRA VCTS HZ
71,2007-07-11,25.0,16.944444444444443,21.11111111111111,-3.0,10.555555555555555,0.0,5.0,426.0,1927.0,0.0,0.0,29.255000000000003,29.925,8.95,30.0,11.05,51.0,901.0,
72,2007-07-12,26.666666666666668,15.833333333333332,21.38888888888889,-2.0,10.555555555555555,0.0,5.5,427.0,1927.0,0.0,0.0,29.25,29.925,9.7,28.5,11.25,50.0,900.0,VCTS
73,2007-07-13,24.444444444444443,14.722222222222221,19.72222222222222,-5.0,11.38888888888889,0.0,2.5,428.0,1926.0,0.0,0.0,29.295,29.98,1.7,4.0,5.55,59.0,898.0,
74,2007-07-14,29.166666666666664,16.38888888888889,23.055555555555557,0.0,12.777777777777779,0.0,8.5,428.5,1926.0,0.0,0.0,29.11,29.79,8.350000000000001,25.5,13.55,52.5,897.5,
75,2007-07-15,27.22222222222222,16.666666666666668,21.944444444444443,-3.0,11.38888888888889,0.0,6.5,429.0,1925.0,0.0,0.0,29.22,29.884999999999998,1.65,19.0,5.7,51.0,896.0,
76,2007-07-16,27.77777777777778,18.61111111111111,23.333333333333332,0.0,15.555555555555555,0.0,9.0,430.0,1924.5,0.0,0.23,29.28,29.950000000000003,5.0,23.5,5.9,62.0,894.5,RA TSRA BR
77,2007-07-17,28.333333333333332,20.27777777777778,24.444444444444443,2.0,18.61111111111111,0.0,11.0,431.0,1924.0,0.0,0.11,29.21,29.895,5.75,23.0,6.95,70.0,893.0,RA VCTS BR
78,2007-07-18,29.444444444444443,20.555555555555557,25.0,3.0,20.27777777777778,0.0,12.0,432.0,1923.0,0.0,1.235,29.145,29.835,9.7,24.0,10.35,75.0,891.0,RA HZ TS TSRA VCTS BR
79,2007-07-19,28.055555555555557,17.22222222222222,22.77777777777778,-1.0,16.944444444444443,0.0,8.0,433.0,1922.0,0.0,0.085,29.235,29.89,7.35,18.5,13.15,69.5,889.0,HZ DZ BR
80,2007-07-20,23.61111111111111,15.555555555555557,19.72222222222222,-7.0,11.38888888888889,0.0,2.5,433.5,1922.0,0.0,0.0,29.465,30.130000000000003,9.95,3.5,10.3,59.0,888.5,
81,2007-07-21,23.61111111111111,14.444444444444445,19.166666666666664,-8.0,11.11111111111111,0.0,1.5,434.0,1921.0,0.0,0.0,29.54,30.215,6.15,3.5,7.4,60.0,887.0,
82,2007-07-22,27.22222222222222,15.277777777777779,21.38888888888889,-4.0,12.5,0.0,5.5,435.0,1920.0,0.0,0.0,29.515,30.205,1.7999999999999998,17.0,3.4,57.0,885.0,
83,2007-07-23,28.055555555555557,16.38888888888889,22.5,-2.0,12.777777777777779,0.0,7.5,436.0,1919.0,0.0,0.0,29.395000000000003,30.095,3.05,10.5,3.95,54.0,883.0,
84,2007-07-24,27.77777777777778,18.333333333333332,23.333333333333332,0.0,14.166666666666668,0.0,9.0,437.0,1918.0,0.0,0.0025,29.35,30.035,2.1,20.5,5.050000000000001,56.0,881.0,
85,2007-07-25,28.888888888888886,21.38888888888889,25.27777777777778,4.0,15.833333333333332,0.0,12.5,438.0,1917.0,0.0,0.0025,29.32,29.994999999999997,6.1,24.0,6.8,56.0,879.0,
86,2007-07-26,28.61111111111111,18.333333333333336,23.61111111111111,1.0,18.333333333333332,0.0,9.5,439.0,1916.5,0.0,0.54,29.22,29.915,7.2,22.0,9.65,72.5,877.5,RA HZ TS TSRA BR
87,2007-07-27,28.333333333333332,21.11111111111111,25.0,3.0,19.72222222222222,0.0,12.0,440.0,1915.5,0.0,0.10500000000000001,29.134999999999998,29.810000000000002,2.1,19.5,8.0,72.5,875.5,BR RA HZ
88,2007-07-28,26.666666666666668,20.0,23.333333333333336,-1.0,18.333333333333332,0.0,9.0,441.0,1914.5,0.0,0.0,29.255000000000003,29.92,10.3,3.0,10.45,73.5,873.5,HZ BR
89,2007-07-29,29.444444444444443,18.333333333333332,23.888888888888886,0.0,13.61111111111111,0.0,10.0,442.0,1913.5,0.0,0.0,29.310000000000002,29.979999999999997,5.55,5.0,6.300000000000001,52.5,871.5,
90,2007-07-30,30.833333333333336,17.5,24.444444444444443,2.0,13.333333333333334,0.0,11.0,443.0,1912.5,0.0,0.0,29.36,30.020000000000003,3.45,6.0,4.449999999999999,50.0,869.5,
91,2007-07-31,32.22222222222222,20.27777777777778,26.38888888888889,6.0,15.833333333333332,0.0,14.5,444.0,1911.5,0.0,0.0,29.36,30.03,3.65,5.5,4.95,52.0,867.5,
92,2007-08-01,33.05555555555556,20.555555555555557,26.944444444444443,8.0,16.944444444444443,0.0,15.5,445.0,1910.0,0.0,0.0,29.314999999999998,29.990000000000002,2.8,11.0,3.9,54.5,865.0,HZ
93,2007-08-02,32.77777777777778,21.944444444444443,27.5,8.0,18.88888888888889,0.0,16.5,446.0,1909.0,0.0,0.0,29.285,29.96,6.0,24.5,6.550000000000001,59.0,863.0,HZ
94,2007-08-03,31.666666666666664,21.666666666666668,26.944444444444443,7.0,13.88888888888889,0.0,15.5,447.0,1908.0,0.0,0.0,29.335,30.009999999999998,3.0,4.5,5.75,45.0,861.0,
95,2007-08-04,27.22222222222222,18.88888888888889,23.333333333333336,0.0,14.444444444444445,0.0,9.0,448.0,1907.0,0.0,0.025,29.335,30.020000000000003,5.800000000000001,8.5,6.35,57.5,859.0,RA
96,2007-08-05,31.11111111111111,19.72222222222222,25.555555555555557,5.0,21.666666666666668,0.0,13.0,449.0,1905.5,0.0,1.2,29.115,29.799999999999997,6.2,21.5,9.899999999999999,79.0,856.5,RA TSRA BR VCTS HZ
97,2007-08-06,30.27777777777778,23.61111111111111,26.944444444444443,8.0,22.22222222222222,0.0,15.5,450.0,1904.5,0.0,0.155,29.15,29.82,2.1,10.0,4.75,75.5,854.5,RA TS TSRA BR HZ
98,2007-08-07,33.05555555555556,22.5,28.055555555555557,9.0,22.77777777777778,0.0,17.5,451.0,1903.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,73.0,852.0,RA VCTS BR
99,2007-08-08,30.555555555555557,23.055555555555557,26.944444444444443,7.0,21.944444444444443,0.0,15.5,452.0,1902.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,74.0,850.0,RA DZ HZ TSRA BR
100,2007-08-09,29.166666666666664,22.5,25.833333333333336,5.0,21.666666666666668,0.0,13.5,453.0,1880.5,0.0,0.255,29.16,29.83,2.8,28.0,6.15,78.0,847.5,BR RA TSRA HZ
101,2007-08-10,30.0,21.944444444444443,26.111111111111114,5.0,20.27777777777778,0.0,14.0,454.0,1879.0,0.0,0.0,29.29,29.950000000000003,3.75,4.0,5.65,70.0,845.0,BR
102,2007-08-11,31.38888888888889,19.72222222222222,25.555555555555557,5.0,18.333333333333332,0.0,13.0,455.0,1858.0,0.0,0.0,29.345,30.009999999999998,3.1500000000000004,19.5,3.9,64.0,843.0,HZ BR
103,2007-08-12,30.833333333333336,19.72222222222222,25.555555555555557,5.0,19.444444444444443,0.0,13.0,456.0,1856.5,0.0,0.26,29.369999999999997,30.049999999999997,1.7999999999999998,6.0,6.0,69.0,840.5,TSRA
104,2007-08-13,26.944444444444443,19.444444444444443,23.333333333333336,0.0,13.055555555555555,0.0,9.0,457.0,1855.0,0.0,0.0,29.415,30.095,6.550000000000001,7.0,7.300000000000001,52.5,838.0,BR
105,2007-08-14,28.88888888888889,18.333333333333332,23.88888888888889,3.0,19.166666666666664,0.0,10.0,458.0,1854.0,0.0,0.43,29.259999999999998,29.925,6.15,24.0,8.5,75.0,836.0,RA TS TSRA BR
106,2007-08-15,26.944444444444443,21.944444444444443,24.72222222222222,4.0,20.0,0.0,11.5,459.0,1852.5,0.0,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,75.0,833.5,RA TS TSRA BR
107,2007-08-16,25.0,18.888888888888886,21.944444444444443,-1.0,18.055555555555557,0.0,6.5,500.0,1851.0,0.0,0.0,29.305,29.96,3.55,1.0,5.7,79.0,831.0,BR
108,2007-08-17,26.38888888888889,16.944444444444443,21.944444444444443,-2.0,12.222222222222221,0.0,6.5,501.0,1849.5,0.0,0.0,29.435000000000002,30.09,6.0,31.5,7.1,54.0,828.5,
109,2007-08-18,20.27777777777778,15.277777777777779,18.055555555555557,-8.0,12.222222222222221,0.5,0.0,502.0,1848.0,0.0,0.255,29.46,30.155,6.25,12.5,7.55,69.0,826.0,RA
110,2007-08-19,20.27777777777778,16.666666666666668,18.61111111111111,-6.0,16.944444444444443,0.0,0.5,503.0,1846.5,0.0,1.33,29.27,29.985,5.75,10.0,7.45,90.0,823.5,RA TS BR
111,2007-08-20,25.0,20.0,22.5,2.0,20.27777777777778,0.0,7.5,504.0,1845.0,0.0,0.6950000000000001,29.18,29.86,1.45,16.0,5.800000000000001,87.0,821.0,RA HZ TS TSRA BR
112,2007-08-21,30.0,20.555555555555557,25.27777777777778,7.0,21.11111111111111,0.0,12.5,505.0,1843.5,0.0,0.0075,29.235,29.9,3.65,17.5,6.0,77.5,818.5,HZ BR
113,2007-08-22,32.22222222222222,20.833333333333336,26.666666666666668,9.0,21.38888888888889,0.0,15.0,506.0,1842.0,0.0,0.625,29.259999999999998,29.935000000000002,5.199999999999999,21.0,8.95,73.0,816.0,RA TS TSRA BR
114,2007-08-23,31.111111111111114,20.833333333333336,26.111111111111114,7.0,20.555555555555557,0.0,14.0,507.5,1840.5,0.0,2.1550000000000002,29.18,29.865000000000002,8.15,21.0,10.399999999999999,71.5,813.0,RA VCTS TS TSRA BR
115,2007-08-24,26.944444444444443,20.555555555555557,23.88888888888889,4.0,19.444444444444443,0.0,10.0,508.5,1839.0,0.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,76.0,810.5,RA TS TSRA BR
116,2007-08-25,25.27777777777778,18.055555555555557,21.944444444444443,2.0,17.22222222222222,0.0,6.5,510.0,1837.5,0.0,0.29500000000000004,29.259999999999998,29.92,2.7,19.5,6.0,74.5,807.5,RA BR
117,2007-08-26,25.833333333333336,15.833333333333332,21.11111111111111,0.0,12.777777777777779,0.0,5.0,511.0,1835.5,0.0,0.0,29.41,30.075,3.6500000000000004,11.0,5.0,59.0,804.5,
118,2007-08-27,26.11111111111111,16.38888888888889,21.38888888888889,0.0,15.277777777777779,0.0,5.5,512.0,1834.0,0.0,0.0,29.384999999999998,30.064999999999998,6.45,16.5,7.35,68.5,802.0,
119,2007-08-28,32.5,20.0,26.38888888888889,9.0,18.61111111111111,0.0,14.5,513.0,1832.5,0.0,0.0,29.310000000000002,29.985,8.4,20.5,8.9,62.0,799.5,
120,2007-08-29,29.72222222222222,20.27777777777778,25.27777777777778,7.0,18.055555555555557,0.0,12.5,514.0,1831.0,0.0,0.005,29.365000000000002,30.03,5.449999999999999,3.0,8.5,64.5,797.0,
121,2007-08-30,23.88888888888889,14.722222222222221,19.444444444444443,-4.0,12.222222222222221,0.0,2.0,515.0,1829.5,0.0,0.0,29.490000000000002,30.165,9.95,2.5,10.4,63.0,794.5,
122,2007-08-31,24.72222222222222,13.88888888888889,19.444444444444443,-2.0,11.666666666666666,0.0,2.0,516.0,1827.5,0.0,0.0,29.494999999999997,30.18,3.45,5.0,4.9,61.0,791.5,
123,2007-09-01,26.666666666666664,14.722222222222221,20.833333333333336,1.0,13.055555555555557,0.0,4.5,517.0,1826.0,0.0,0.0,29.515,30.21,4.300000000000001,11.0,4.7,61.0,789.0,
124,2007-09-02,29.166666666666664,16.38888888888889,22.77777777777778,5.0,13.61111111111111,0.0,8.0,518.0,1824.5,0.0,0.0,29.439999999999998,30.14,4.5,21.0,5.5,56.0,786.5,
125,2007-09-03,31.11111111111111,18.333333333333336,24.72222222222222,9.0,16.11111111111111,0.0,11.5,519.0,1822.5,0.0,0.0,29.39,30.08,2.5,26.0,6.0,59.0,783.5,
126,2007-09-04,31.944444444444443,18.333333333333332,25.27777777777778,8.0,15.277777777777779,0.0,12.5,520.0,1821.0,0.0,0.0,29.310000000000002,29.994999999999997,2.5,23.0,4.65,54.0,781.0,
127,2007-09-05,32.5,20.555555555555557,26.666666666666668,11.0,16.944444444444443,0.0,15.0,521.0,1819.5,0.0,0.0025,29.275,29.950000000000003,6.4,19.0,6.6,55.5,778.5,RA
128,2007-09-06,28.333333333333336,23.055555555555557,25.833333333333336,11.0,19.166666666666664,0.0,13.5,522.0,1817.5,0.0,0.13,29.240000000000002,29.915,12.350000000000001,20.0,12.55,66.5,775.5,RA TSRA HZ
